Table S43. Sample information and classifications,,,,,,,,,,
Sample ID,Tip Name,AOS + Howard&Moore Name,AOS + Clements Name,IUCN Name,Howard&Moore Family,Tissue Source,Tissue Number,Voucher Source,Voucher Number,Locality
3222,Pachy_minor_SP90223,Pachyramphus minor,Pachyramphus minor,Pachyramphus minor,Tityridae,MZUSP,90223,MZUSP,90223,"BRAZIL: Pará, Santana do Araguaia, Fazenda Fartura"
3223,Pachy_valdus_SP94667,Pachyramphus validus,Pachyramphus validus,Pachyramphus validus,Tityridae,MZUSP,94667,MZUSP,94667,"BRAZIL: Goiás, Campinacu"
3225,Pachy_niger_MVZ149921,Pachyramphus niger,Pachyramphus niger,Pachyramphus niger,Tityridae,MVZ,149921 (toepad),MVZ,149921,"JAMAICA: Portland parish, 2 mi NNW Ecclesdown"
3227,Phibal_flaviro_SP88683,Phibalura flavirostris,Phibalura flavirostris,Phibalura flavirostris,Cotingidae,MZUSP,88683,MZUSP,88683,"BRAZIL: Minas Gerais, Santuário do Caraça"
3229,Piprit_gricep_CZFN04078,Piprites griseiceps,Piprites griseiceps,Piprites griseiceps,Pipritidae,MCZ,FN 04-078,MCZ,336160,"COSTA RICA: Guanacaste, Area de Conservacion Guanacaste, Caribe Station, Sendero a las Parcelas #5"
3231,Piprit_chlris_K3819,Piprites chloris,Piprites chloris,Piprites chloris,Pipritidae,KU,3819,KU,93047,"PARAGUAY: Itapúa; San Rafael National Park, Parabel"
3235,Piprit_pilata_SP96819,Piprites pileata,Piprites pileata,Piprites pileata,Pipritidae,MZUSP,96819,MZUSP,96819,"BRAZIL: São Paulo, Campos do Jordão, Fazenda Prana"
3237,Calytur_criata_A494721,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,AMNH,494721 (toepad),AMNH,494721,BRAZIL
3240,Pitta_phayre_YPM68280,Pitta phayrei,Hydrornis phayrei,Hydrornis phayrei,Pittidae,YPM-ORN,68280 (toepad),YPM-ORN,68280,"THAILAND: Tak Province, Pang Teen That, Mae Ra Mas"
3250,Pitta_caelea_A11090,Pitta caerulea,Hydrornis caeruleus,Hydrornis caeruleus,Pittidae,AMNH-DOT,11090,AMNH,SKEL 28189,NA
3251,Pitta_caelea_WFVZ38385,Pitta caerulea,Hydrornis caeruleus,Hydrornis caeruleus,Pittidae,WFVZ,38385 (toepad),WFVZ,38385,"MALAYSIA: Sabah, Sandakan Division, Kabili-Sepilok, Forest Reserve, 5.864722, 117.948889"
3253,Pitta_koch_KU25518,Pitta kochi,Erythropitta kochi,Erythropitta kochi,Pittidae,KU,25518,KU,127967,PHILIPPINES: Bulacan; Luzon Island
3258,Pitta_arqu_WFVZ38387,Pitta arquata,Erythropitta arquata,Erythropitta arquata,Pittidae,WFVZ,38387 (toepad),WFVZ,38387,"MALAYSIA: Sabah, Tawau Division, Bole River; near; 55 km W of Silam, 5.00, 117.833"
3260,Pitta_gratin_LSUMZ34916,Pitta granatina,Erythropitta granatina,Erythropitta granatina,Pittidae,LSUMZ-B,84916,LSUMZ,188162,"MALAYSIA: Sarawak, Miri Division, Miri, Lambir Hills National Park HQ, 4 12 N, 114 2.50 E"
3264,Pitta_vensta_FMNH211861,Pitta venusta,Erythropitta venusta,Erythropitta venusta,Pittidae,FMNH,211861 (toepad),FMNH,211861,"MALAYSIA: Borneo, Sabah, Little Kretam River, Kinabatangan Dist"
3266,Pitta_cyane_K31228,Pitta cyanea,Hydrornis cyaneus,Hydrornis cyaneus,Pittidae,KU,31228,KU,134811,CAMBODIA
3268,Pitta_elli_FMNH90286,Pitta elliotii,Hydrornis elliotii,Hydrornis elliotii,Pittidae,FMNH,90286 (toepad),FMNH,90286,LAOS: Thateng
3270,Pitta_guaj_A9652,Pitta guajana,Hydrornis guajanus,Hydrornis guajanus,Pittidae,AMNH-DOT,9652,AMNH,SKEL 22995,SIGAPORE: Captive: Jurong Bird Park
3272,Pitta_guaj_LSUMZ36368,Pitta schwaneri,Hydrornis schwaneri,Hydrornis schwaneri,Pittidae,LSUMZ-B,36368,SPM,RGM208,"MALAYSIA: Sabah; Crocker Range, ca 15 km NW Keningau"
3274,Pitta_guaj_A10887,Pitta guajana,Hydrornis irena,Hydrornis irena,Pittidae,AMNH-DOT,10887,BMNH,PRS2352,MALAYSIA
3276,Pitta_gurn_FMNH373398,Pitta gurneyi,Hydrornis gurneyi,Hydrornis gurneyi,Pittidae,FMNH,373398 (toepad),FMNH,373398,AVIARY SPECIMEN
3278,Pitta_baud_LSUMZ30211,Pitta baudii,Hydrornis baudii,Hydrornis baudii,Pittidae,LSUMZ-B,30211,UKHMC,486,"MALAYSIA: Sabah, Danum Valley, Base of Mt. Danum"
3280,Pitta_sorida_K14471,Pitta sordida,Pitta sordida,Pitta sordida,Pittidae,KU,14471,KU,111401,PHILIPPINES: Romblon; Tablas Island
3283,Pitta_bracura_A778678,Pitta brachyura,Pitta brachyura,Pitta brachyura,Pittidae,AMNH,778678 (toepad),AMNH,778678,INDIA: Dangs Dist. B.P.: Mulchond
3287,Pitta_angol_F396328,Pitta angolensis,Pitta angolensis,Pitta angolensis,Pittidae,FMNH,396328,AMNH,396328,"GABON: Ogooue-Maritime; Reserve de la Moukalaba, 12.2 km NW Doussala"
3289,Pitta_reiowi_AMNH296892,Pitta reichenowi,Pitta reichenowi,Pitta angolensis,Pittidae,AMNH,296892 (toepad),AMNH,296892,DEMOCRATIC REPUBLIC OF CONGO: Lukolela
3291,Pitta_suprba_AMNH334850,Pitta superba,Pitta superba,Pitta superba,Pittidae,AMNH,334850 (toepad),AMNH,334850,"PAPUA NEW GUINEA: Drabui, Manus, Admiralty Islands."
3293,Pitta_maxima_USNM572244,Pitta maxima,Pitta maxima,Pitta maxima,Pittidae,USNM,572244 (toepad),USNM,572244,"INDONESIA: Halmahera, Maluku, Kampung Pasir Putih, Jailolo District"
3295,Pitta_steer_K28197,Pitta steerii,Pitta steerii,Pitta steerii,Pittidae,KU,28197,KU,121854,PHILIPPINES: Bohol Island
3297,Pitta_molcen_K23289,Pitta moluccensis,Pitta moluccensis,Pitta moluccensis,Pittidae,KU,23289,KU,116732,VIETNAM: Dong Nai; Vinh Cuu Reserve
3299,Pitta_molcen_USNM484025,Pitta megarhyncha,Pitta megarhyncha,Pitta megarhyncha,Pittidae,USNM,484025 (toepad),USNM,484025,"THAILAND: Phangnga, Thapput"
3301,Pitta_versi_A2371,Pitta versicolor,Pitta versicolor,Pitta versicolor,Pittidae,AMNH-DOT,2371,NMA,AM-LAB-1154,AUSTRALIA: New South Wales; Northeast Region
3303,Pitta_elega_W89758,Pitta elegans,Pitta elegans,Pitta elegans,Pittidae,UWBM,89758,UWBM,89758,"USA: California; San Diego, San Diego Zoo (CAPTIVE)"
3305,Pitta_iris_AW33736,Pitta iris,Pitta iris,Pitta iris,Pittidae,ANWC,33736,ANWC,33736,"AUSTRALIA: Koolpinyah Station, E of Darwin"
3307,Pitta_anery_W60310,Pitta anerythra,Pitta anerythra,Pitta anerythra,Pittidae,UWBM,60310,UWBM,60310,"SOLOMON ISLANDS: Isabel, Isabel Island, Longodo'u River, 3km SW of Tirotong'na"
60001,Cercmac_cincen_INPA1179,Cercomacra cinerascens,Cercomacra cinerascens,Cercomacra cinerascens,Thamnophilidae,INPA,1179,INPA,MA453,"BRAZIL: Amazonas; Margem direita do Rio Negro, 3 km SW São Gabriel da Cachoeira, ""trilha de Moisés"""
60002,Cercmac_cincen_INPA1549,Cercomacra cinerascens,Cercomacra cinerascens,Cercomacra cinerascens,Thamnophilidae,INPA,1549,INPA,PMB486,"BRAZIL: Roraima; Ita; 1.453611111, -60.7525"
60003,Cercmac_cincen_LSU31370,Cercomacra cinerascens,Cercomacra cinerascens,Cercomacra cinerascens,Thamnophilidae,LSUMZ-B,31370,MPEG,AA276,"BRAZIL: Rondônia; Ca 90 km E of Vila Nova MamorÌ©; -10.401555, -64.494238"
60004,Cercmac_cincen_LSU9677,Cercomacra cinerascens,Cercomacra cinerascens,Cercomacra cinerascens,Thamnophilidae,LSUMZ-B,9677,LSUMZ,132790,"BOLIVIA: Pando; Nicolas Suarez 12 km by road S of Cobija 8 km W on road to Mucden; -11.125359, -68.840818"
60005,Cercides_tyrina_INPA1982,Cercomacroides tyrannina,Cercomacroides tyrannina,Cercomacroides tyrannina,Thamnophilidae,INPA,1982,INPA,LNN459,"BRAZIL: Amazonas; Manacapuru; -3.29, -60.62833333"
60006,Cercides_tyrina_LSU55255,Cercomacroides tyrannina,Cercomacroides tyrannina,Cercomacroides tyrannina,Thamnophilidae,LSUMZ-B,55255,NZCS,BJO1825,"SURINAME: Sipaliwini District; Bakhuis Gebergte ca 78 km S Apura on Nickene River; 4.478333333, -57.04166667"
60007,Cymlai_lintus_LSU4308,Cymbilaimus lineatus,Cymbilaimus lineatus,Cymbilaimus lineatus,Thamnophilidae,LSUMZ-B,4308,LSUMZ,115160,"PERU: Loreto; Lower Rio Napo region E bank Rio Yanayacu ca 90 km N Iquitos; -2.948299, -73.108303"
60008,Cymlai_lintus_LSU75208,Cymbilaimus lineatus,Cymbilaimus lineatus,Cymbilaimus lineatus,Thamnophilidae,LSUMZ-B,75208,CORBIDI,SFR557,"PERU: Ucayali; Otorongo 31 km ESE mouth of Rio Cohengua; -10.28333333, -73.95"
60009,Cymlai_lintus_LSU77756,Cymbilaimus lineatus,Cymbilaimus lineatus,Cymbilaimus lineatus,Thamnophilidae,LSUMZ-B,77756,MZUSP,92809,"BRAZIL: Amazonas; Barra de SÌ£o Manuel; -7.3475, -58.15722222"
60010,Cymlai_lintus_INPA1547,Cymbilaimus lineatus,Cymbilaimus lineatus,Cymbilaimus lineatus,Thamnophilidae,INPA,1547,INPA,PMB484,"BRAZIL: Roraima; Vicinal 5; 1.661944444, -61.03138889"
60011,Epinec_gutlis_LSU20398,Epinecrophylla gutturalis,Epinecrophylla gutturalis,Epinecrophylla gutturalis,Thamnophilidae,LSUMZ-B,20398,LSUMZ,165715,"BRAZIL: Amazonas; Manaus km 34 ZF-3 Faz Esteio ca 80 km N Manaus; -2.436436, -59.885075"
60012,Hypmis_peruvi_LSU9044,Hypocnemis peruviana,Hypocnemis peruviana,Hypocnemis peruviana,Thamnophilidae,LSUMZ-B,9044,LSUMZ,132862,"BOLIVIA: Pando; Nicolas Suarez 12 km by road S of Cobija 8 km W on road to Mucden; -11.125359, -68.840818"
60013,Myrbor_myorin_INPA149,Myrmoborus myotherinus,Myrmoborus myotherinus,Myrmoborus myotherinus,Thamnophilidae,INPA,149,INPA,LNN50,"BRAZIL: Amazonas; Serra do TapirapecÌ_; 1.165277778, -64.97083333"
60014,Myrbor_myorin_LSU36737,Myrmoborus myotherinus,Myrmoborus myotherinus,Myrmoborus myotherinus,Thamnophilidae,LSUMZ-B,36737,MPEG,OP112,"BRAZIL: Rondônia; Reserva Biologica Rebio Ouro Preto ca 70 km E Guajara-Mirim; -10.842091, -64.613304"
60015,Myrbor_myorin_LSU9019,Myrmoborus myotherinus,Myrmoborus myotherinus,Myrmoborus myotherinus,Thamnophilidae,LSUMZ-B,9019,LSUMZ,132838,"BOLIVIA: Pando; Nicolas Suarez 12 km by road S of Cobija 8 km W on road to Mucden; -11.125359, -68.840818"
60016,Myrrul_axill_INPA1980,Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,Thamnophilidae,INPA,1980,INPA,LNN457,"BRAZIL: Amazonas; Parque Nacional do Jaú; -1.968888889, -61.58138889"
60017,Myrrul_axill_LSU20322,Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,Thamnophilidae,LSUMZ-B,20322,MPEG,KVR940,"BRAZIL: Amazonas; Manaus km 34 ZF-3 Faz Esteio ca 80 km N Manaus; -2.436436, -59.885075"
60018,Myrrul_axill_LSU81314,Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,Thamnophilidae,LSUMZ-B,81314,LSUMZ,193313,"BRAZIL: Amazonas; Left Bank of Rio Canumã; -4.050833333, -59.11527778"
60019,Myrrul_axill_LSU8914,Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,Thamnophilidae,LSUMZ-B,8914,LSUMZ,132713,"BOLIVIA: Pando; Nicolas Suarez 12 km by road S of Cobija 8 km W on road to Mucden; -11.125359, -68.840818"
60020,Myrrul_bracura_INPA2030,Myrmotherula brachyura,Myrmotherula brachyura,Myrmotherula brachyura,Thamnophilidae,INPA,2030,INPA,PMB519,"BRAZIL: Amazonas; Parque Nacional do JaÌ¼; -1.968888889, -61.58138889"
60021,Myrrul_bracura_LSU20200,Myrmotherula brachyura,Myrmotherula brachyura,Myrmotherula brachyura,Thamnophilidae,LSUMZ-B,20200,MPEG,MCH41,"BRAZIL: Amazonas; Manaus km 34 ZF-3 Faz Esteio ca 80 km N Manaus; -2.436436, -59.885075"
60022,Myrrul_bracura_LSU80581,Myrmotherula brachyura,Myrmotherula brachyura,Myrmotherula brachyura,Thamnophilidae,LSUMZ-B,80581,LSUMZ,193271,"BRAZIL: Amazonas; Right bank of Sucunduri; -5.288888889, -59.69361111"
60023,Myrrul_mentri_LSU20180,Myrmotherula menetriesii,Myrmotherula menetriesii,Myrmotherula menetriesii,Thamnophilidae,LSUMZ-B,20180,MPEG,MCH22,"BRAZIL: Amazonas; Manaus km 34 ZF-3 Faz Esteio ca 80 km N Manaus; -2.436436, -59.885075"
60024,Myrrul_mentri_LSU31383,Myrmotherula menetriesii,Myrmotherula menetriesii,Myrmotherula menetriesii,Thamnophilidae,LSUMZ-B,31383,MPEG,AA289,"BRAZIL: Rondônia; Ca 90 km E of Vila Nova MamorÌ©; -10.401555, -64.494238"
60025,Myrrul_mentri_LSU6968,Myrmotherula menetriesii,Myrmotherula menetriesii,Myrmotherula menetriesii,Thamnophilidae,LSUMZ-B,6968,LSUMZ,119758,"PERU: Loreto; 5 km N amazonas 85 km NE Iquitos; -3.42, -72.58"
60026,Myrrul_mentri_LSU9464,Myrmotherula menetriesii,Myrmotherula menetriesii,Myrmotherula menetriesii,Thamnophilidae,LSUMZ-B,9464,LSUMZ,132750,"BOLIVIA: Pando; Nicolas Suarez 12 km by road S of Cobija 8 km W on road to Mucden; -11.125359, -68.840818"
60027,Pithys_albfro_INPA630,Pithys albifrons,Pithys albifrons,Pithys albifrons,Thamnophilidae,INPA,630,INPA,AMF216,"BRAZIL: Amazonas; Estação Ecológica Juami-Japura; -1.886111111, -67.83305556"
60028,Pithys_albfro_LSU20365,Pithys albifrons,Pithys albifrons,Pithys albifrons,Thamnophilidae,LSUMZ-B,20365,MPEG,KVR966,"BRAZIL: Amazonas; Manaus km 34 ZF-3 Faz Esteio ca 80 km N Manaus; -2.436436, -59.885075"
60029,Rhegma_berxh_LSU81109,NA,NA,NA,Thamnophilidae,LSUMZ-B,81109,LSUMZ,193511,"BRAZIL: Amazonas; Left Bank of Rio Sucunduri; -5.799111111, -59.26861111"
60030,Rhegma_berxh_MZUSP76895,NA,NA,NA,Thamnophilidae,MZUSP,76895,MZUSP,76895,"BRAZIL: Amazonas; Left Bank Abacaxis River; -4.300833333, -58.62972222"
60031,Myrmel_leustig_INPA664,Myrmelastes leucostigma,Myrmelastes leucostigma,Myrmelastes leucostigma,Thamnophilidae,INPA,664,INPA,CBA9,"BRAZIL: Amazonas; Estação Ecológica Juami-Japura; -1.886111111, -67.83305556"
60032,Myrmel_leustig_LSU20387,Myrmelastes leucostigma,Myrmelastes leucostigma,Myrmelastes leucostigma,Thamnophilidae,LSUMZ-B,20387,MPEG,KVR975,"BRAZIL: Amazonas; Manaus km 34 ZF-3 Faz Esteio ca 80 km N Manaus; -2.436436, -59.885075"
60033,Myrmel_leustig_LSU77709,Myrmelastes rufifacies,Myrmelastes rufifacies,Myrmelastes rufifacies,Thamnophilidae,LSUMZ-B,77709,MZUSP,92821,"BRAZIL: Amazonas; Barra de São Manuel; -7.3475, -58.15722222"
60034,Myrmel_leustig_LSU8926,Myrmelastes humaythae,Myrmelastes humaythae,Myrmelastes humaythae,Thamnophilidae,LSUMZ-B,8926,LSUMZ,132880,"BOLIVIA: Pando; Nicolas Suarez 12 km by road S of Cobija 8 km W on road to Mucden; -11.125359, -68.840818"
60035,Thamphil_amacus_LSU25411,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,LSUMZ-B,25411,MPEG,MCH371,"BRAZIL: Amazonas; Estrada Maracapuru-Novo Airao, km 26 (N Maracapuru); -3.196916, -60.685699"
60036,Thamphil_amacus_LSU44814,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,LSUMZ-B,44814,MHNSM,TV620,"PERU: Loreto; Yavari, below El Peloton, cocca cauch 4 degrees 28.2/ 71 degrees 32.4; -4.472222222, -71.53444444"
60037,Thamphil_amacus_LSU81122,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,LSUMZ-B,81122,MZUSP,96095,"BRAZIL: Amazonas; Right Bank of Rio Sucunduri, Igarape da Cabaca; -5.797861111, -59.23077778"
60038,Thamphil_murnus_INPA2021,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,INPA,2021,INPA,SHB133,"BRAZIL: Amazonas; Parque Nacional do Jaú; 1.971111111, -61.58611111"
60039,Thamphil_murnus_LSU75008,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,LSUMZ-B,75008,CORBIDI,GFS454,"PERU: Ucayali; Otorongo, 31.9 km. ESE mouth of Rio Cohengua; -10.38, -73.72"
60040,Willis_poetus_INPA2032,Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,Thamnophilidae,INPA,2031,INPA,LNN469,"BRAZIL: Amazonas; Parque Nacional do Jaú; 1.971111111, -61.58611111"
60041,Willis_poetus_LSU8861,Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,Thamnophilidae,LSUMZ-B,8861,LSUMZ,133002,"BOLIVIA: Pando ; Nicolás Suarez; 12 km by road S of Cobija, 8 km W on road to Mucden; -11.125359, -68.840818"
65002,Conopo_melops_LGE1753,Conopophaga melanops,Conopophaga melanops,Conopophaga melanops,Conopophagidae,LGEMA,1753,Blood,Blood,"BRAZIL: Rio de Janeiro, PN Itatiaia"
200000,Acropt_ortnyx_PhAMC1246,Acropternis orthonyx,Acropternis orthonyx,Acropternis orthonyx,Rhinocryptidae,COP,AMC1246,COP,84622,"VENEZUELA: Táchira, PN Paramos El Batallon y La Negra, La Barrosa"
200001,Asthen_fulnos_H1000,Asthenes fuliginosa,Asthenes fuliginosa,Asthenes fuliginosa,Furnariidae,IAvH-CT,11216,IAVH,8389,"COLOMBIA: Norte de Santander, Toledo. El Azul, PNN. Tamá, Sector La Asiria Belén, 2875m. 7º18'51.5""N, 72º22'68""W"
200002,Asthen_fulnos_H2552,Asthenes fuliginosa,Asthenes fuliginosa,Asthenes fuliginosa,Furnariidae,IAvH-CT,2552,IAvH,12664,"COLOMBIA: Cundinamarca, Fómeque, Sector de La Playa, PNN Chingaza"
200003,Automo_ochlae_L82082,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Furnariidae,LSUMZ-B,82082,MZUCR,DO91,"COSTA RICA: Limón, Reserva Biologica Hitoy Cerere"
200004,Automo_subtus_GP169,Automolus subulatus,Automolus subulatus,Automolus subulatus,Furnariidae,LGEMA,P169,MZUSP,83166,BRAZIL: Mato Grosso; Jururena
200005,Batara_cinrea_SPML159,Batara cinerea,Batara cinerea,Batara cinerea,Thamnophilidae,MZUSP,96751,MZUSP,96751,"BRAZIL: São Paulo, Campos do Jordão"
200006,Campyl_proide_GMAR154,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus probatus,Dendrocolaptidae,MPEG,MAR 184,MPEG,57584,"BRAZIL: Amazonas; Manicore, Rodovia do Estanho, km 126 (08 39' 01.3""S, 61 25'12.5"" W)"
200007,Cerato_eryala_L42097,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Pipridae,LSUMZ-B,42907,MHNSM,DFL1652,"PERU: Loreto, Ca 54 km NNW mouth of Morona on W bank"
200008,Cercmac_carbo_MZUML1344,Cercomacra carbonaria,Cercomacra carbonaria,Cercomacra carbonaria,Thamnophilidae,MZUSP,99514,MZUSP,99514,"BRAZIL: Roraima, Rio Uraricoera (margem direita)"
200010,Coryph_ala_L18894,Coryphistera alaudina,Coryphistera alaudina,Coryphistera alaudina,Furnariidae,LSUMZ-B,18894,LSUMZ,153913,"BOLIVIA: Santa Cruz, Cordillera; Estancia Perforacion, ca 130 km E Charagua, 520m"
200011,Cymlai_lintus_GBR163161,Cymbilaimus lineatus,Cymbilaimus lineatus,Cymbilaimus lineatus,Thamnophilidae,MPEG,59139,MPEG,59139,"BRAZIL: Pará, 20 km SW de Novo Progresso (7o11'29,1""S,55o29'43.3""W)"
200012,Dryphi_hellm_IAvH994,Drymophila hellmayri,Drymophila hellmayri,Drymophila hellmayri,Thamnophilidae,IAvH-CT,11204,IAvH,8379,"COLOMBIA: Magdalena, Santa Marta"
200013,Dryphi_klage_IAvHAMC1045,Drymophila klagesi,Drymophila klagesi,Drymophila klagesi,Thamnophilidae,IAvH-CT,8608,ICN,37195,"COLOMBIA: Cesar, Manaure, San Antonio"
200014,Dysith_plueus_MZUSPBA192,Dysithamnus plumbeus,Dysithamnus plumbeus,Dysithamnus plumbeus,Thamnophilidae,MZUSP,90918,MZUSP,90918,"BRAZIL: Bahia, RPPN Serra Bonita, Trilha da Bopeba, Camacan"
200015,Dysith_stirax_CPRB145,Dysithamnus stictothorax,Dysithamnus stictothorax,Dysithamnus stictothorax,Thamnophilidae,MCP,3149,MCP,3149,"BRAZIL: Paraná, Morro Agudinho"
200016,Empinax_trail_LSU141724,Empidonax traillii,Empidonax traillii,Empidonax traillii,Tyrannidae,LSUMZ-B,41724,LSUMZ,175638,"USA: Louisiana, Iberville Parish, 2 mi. WSW Musson Road X Atchafalaya Basin E containment levee"
200017,Aphano_audax_L2210,Aphanotriccus audax,Aphanotriccus audax,Aphanotriccus audax,Tyrannidae,LSUMZ-B,2210,LSUMZ,108497,PANAMA: Darién;Cana
200018,Pitta_eryter_SB03651,Pitta erythrogaster,Erythropitta erythrogaster,Erythropitta erythrogaster,Pittidae,USNM,3651,USNM,607375,"PHILIPPINES: Luzon;Cagayan,Barrio Santa Margarita"
200019,Pitta_usshe_CU,Pitta venusta,Erythropitta ussheri,Erythropitta ussheri,Pittidae,CUMV,TBA,CUMV,TBA,"MALAYSIA: Sabah: Borneo, Tawau Hills National Park"
200021,Empinom_aurcri_SP90097,Empidonomus aurantioatrocristatus,Empidonomus aurantioatrocristatus,Griseotyrannus aurantioatrocristatus,Tyrannidae,MZUSP,90097,MZUSP,90097,"BRAZIL: Pará, Faz. Fartura, Santana do Araguaia"
200022,Herpsi_piltus_CPTHA149,Herpsilochmus pileatus,Herpsilochmus pileatus,Herpsilochmus pileatus,Thamnophilidae,MZUSP,95221,MZUSP,95221,"BRAZIL: Bahia, Reserva Capitão, Itacaré, Bahia"
200023,Pitta_niplen_A463316,Pitta nipalensis,Hydrornis nipalensis,Hydrornis nipalensis,Pittidae,AMNH,463316 (toepad),AMNH,463316,INDIA: Khasia Hills; Nongpoh
200024,Pitta_oat_A2636,Pitta oatesi,Hydrornis oatesi,Hydrornis oatesi,Pittidae,AMNH-DOT,2636,AMNH,SKEL 25886,"VIETNAM: Ha Giang; Vi Xuyen District, Cao Bo Commune, Mt. Tay Con Linh"
200025,Lipau_fuscin_H5187,Lipaugus fuscocinereus,Lipaugus fuscocinereus,Lipaugus fuscocinereus,Cotingidae,IAvH-CT,5187,Blood,Blood,"COLOMBIA: Antioquia, Campo 2, Cordillera Occidental, Páramo de Frontino"
200026,Lipau_vocran_L11030,Lipaugus vociferans,Lipaugus vociferans,Lipaugus vociferans,Cotingidae,LSUMZ-B,11030,LSUMZ,156780,"PERU: Ucayali, SE. slope Cerro Tahuayo, ca. 65 km ENE Pucallpa"
200027,Lipau_weberi_H4853,Lipaugus weberi,Lipaugus weberi,Lipaugus weberi,Cotingidae,IAvH-CT,4853,ICN,34593,"COLOMBIA: Antioquia, Amalfi, Bosque Las Animas"
200028,Manacus_vitnus_L2206,Manacus vitellinus,Manacus vitellinus,Manacus vitellinus,Pipridae,LSUMZ-B,2206,LSUMZ,108911,"PANAMA: Darién, About 6 km NW Cana on E slope Cerro Pirre"
200029,Marga_rubsus_AGFB1023,Margarornis rubiginosus,Margarornis rubiginosus,Margarornis rubiginosus,Furnariidae,AMNH-DOT,3673,AMNH,SKEL 12742,"COSTA RICA: Cartago; 3 km N of Villa Mills-La Georgina, 3000 m."
200030,Merula_spnov_MZUFRA135,Merulaxis ater,Merulaxis ater,Merulaxis ater,Rhinocryptidae,MZUSP,101028,MZUSP,101028,"BRAZIL: Paraná, Quatro Barras, 888m, -25,3413 -48,9188 25."
200031,Merula_ater_MZUBOR1401,Merulaxis ater,Merulaxis ater,Merulaxis ater,Rhinocryptidae,MZUSP,101651,MZUSP,101651,"BRAZIL: São Paulo, Salesópolis, Estação Biológica de Boracéia"
200032,Merula_ater_MZUBOR1439,Merulaxis ater,Merulaxis ater,Merulaxis ater,Rhinocryptidae,MZUSP,101649,MZUSP,101649,"BRAZIL: São Paulo, Salesópolis, Estação Biológica de Boracéia"
200033,Mionec_oleag_L71895,Mionectes oleagineus,Mionectes oleagineus,Mionectes oleagineus,Pipromorphidae,LSUMZ-B,71895,MZUCR,JES3416,"COSTA RICA: Heredia, Sarapiqui, Estacion, Biologica Tirimbina"
200034,Muspip_vetula_A315092,Muscipipra vetula,Muscipipra vetula,Muscipipra vetula,Tyrannidae,AMNH,315092 (toepad),AMNH,315092,BRAZIL: Palmital (São Francisco)
200035,Muspip_vetula_MZUBOR1433,Muscipipra vetula,Muscipipra vetula,Muscipipra vetula,Tyrannidae,MZUSP,101682,MZUSP,101682,"BRAZIL: São Paulo, Salesópolis, Estação Biológica de Boracéia"
200036,Muspip_vetula_MZUBOR1434,Muscipipra vetula,Muscipipra vetula,Muscipipra vetula,Tyrannidae,MZUSP,101683,MZUSP,101683,"BRAZIL: São Paulo, Salesópolis, Estação Biológica de Boracéia"
200037,Myiorn_aurris_MZU79943,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,79943,MZUSP,79943,"BRAZIL: Pernambuco, Jaqueira, RPPN Frei Caneca, -8.716288, -35.840461"
200038,Myiorn_aurris_MZU79944,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,79944,MZUSP,79944,"BRAZIL: Pernambuco, Jaqueira, RPPN Frei Caneca, -8.716288, -35.840461"
200039,Myiorn_aurris_MZU79945,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,79945,MZUSP,79945,"BRAZIL: Pernambuco, Jaqueira, RPPN Frei Caneca, -8.716288, -35.840461"
200040,Myiorn_aurris_MZU80464,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,80464,MZUSP,80464,"BRAZIL: Bahia, Porto Seguro, Estação Veracel, -16.378492, -39.172066"
200041,Myiorn_aurris_MZU86003,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,86003,MZUSP,86003,"BRAZIL: Minas Gerais, Almenara, -16.1833333333333, -40.7"
200042,Myiorn_aurris_MZU91462,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,91462,MZUSP,91462,"BRAZIL: Bahia, Ituberaba, Reserva Michelin, Mata do Pacangê, -13.8415, -39.2408333333333"
