GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2022_Names,eBird_Group,BigBird_Names,BigBird_Notes,Clements_Order,Clements_Family,Reconciliation
1214918,Micromacronus sordidus,species,Micromacronus sordidus,species,Micromacronus sordidus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
98136,Neomixis striatigula,species,Neomixis striatigula,species,Neomixis striatigula,,Passeriformes,Cisticolidae (Cisticolas and Allies),
98137,Neomixis tenella,species,Neomixis tenella,species,Neomixis tenella,,Passeriformes,Cisticolidae (Cisticolas and Allies),
98138,Neomixis viridis,species,Neomixis viridis,species,Neomixis viridis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405069,Oreolais pulcher,species,Oreolais pulcher,species,Oreolais pulcher,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483511,Oreolais pulcher pulcher,subspecies,Oreolais pulcher pulcher,subspecies,Oreolais pulcher pulcher,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405071,Oreolais ruwenzorii,species,Oreolais ruwenzorii,species,Oreolais ruwenzorii,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306885,Oreophilais robertsi,species,Oreophilais robertsi,species,Oreophilais robertsi,,Passeriformes,Cisticolidae (Cisticolas and Allies),
330748,Orthotomus atrogularis,species,Orthotomus atrogularis,species,Orthotomus atrogularis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200847,Orthotomus atrogularis atrogularis,subspecies,Orthotomus atrogularis atrogularis,subspecies,Orthotomus atrogularis atrogularis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
331012,Orthotomus atrogularis nitidus,subspecies,Orthotomus atrogularis nitidus,subspecies,Orthotomus atrogularis nitidus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200312,Orthotomus castaneiceps,species,Orthotomus castaneiceps,species,Orthotomus castaneiceps,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200848,Orthotomus castaneiceps castaneiceps,subspecies,Orthotomus castaneiceps castaneiceps,subspecies,Orthotomus castaneiceps castaneiceps,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1454909,Orthotomus castaneiceps rabori,subspecies,Orthotomus castaneiceps rabori,subspecies,Orthotomus castaneiceps rabori,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1433145,Orthotomus chaktomuk,species,Orthotomus chaktomuk,species,Orthotomus chaktomuk,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483513,Orthotomus chloronotus,species,Orthotomus chloronotus,species,Orthotomus chloronotus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200313,Orthotomus cinereiceps,species,Orthotomus cinereiceps,species,Orthotomus cinereiceps,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200947,Orthotomus cinereiceps obscurior,subspecies,Orthotomus cinereiceps obscurior,subspecies,Orthotomus cinereiceps obscurior,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200314,Orthotomus derbianus,species,Orthotomus derbianus,species,Orthotomus derbianus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200852,Orthotomus derbianus derbianus,subspecies,Orthotomus derbianus derbianus,subspecies,Orthotomus derbianus derbianus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200853,Orthotomus derbianus nilesi,subspecies,Orthotomus derbianus nilesi,subspecies,Orthotomus derbianus nilesi,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200315,Orthotomus frontalis,species,Orthotomus frontalis,species,Orthotomus frontalis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200316,Orthotomus nigriceps,species,Orthotomus nigriceps,species,Orthotomus nigriceps,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200317,Orthotomus ruficeps,species,Orthotomus ruficeps,species,Orthotomus ruficeps,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200855,Orthotomus ruficeps borneoensis,subspecies,Orthotomus ruficeps borneoensis,subspecies,Orthotomus ruficeps borneoensis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200854,Orthotomus ruficeps cineraceus,subspecies,Orthotomus ruficeps cineraceus,subspecies,Orthotomus ruficeps cineraceus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200318,Orthotomus samarensis,species,Orthotomus samarensis,species,Orthotomus samarensis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1126054,Orthotomus sepium,species,Orthotomus sepium,species,Orthotomus sepium,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200856,Orthotomus sepium sepium,subspecies,Orthotomus sepium sepium,subspecies,Orthotomus sepium sepium,,Passeriformes,Cisticolidae (Cisticolas and Allies),
946199,Orthotomus sericeus,species,Orthotomus sericeus,species,Orthotomus sericeus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200857,Orthotomus sericeus hesperius,subspecies,Orthotomus sericeus hesperius,subspecies,Orthotomus sericeus hesperius,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200858,Orthotomus sericeus sericeus,subspecies,Orthotomus sericeus sericeus,subspecies,Orthotomus sericeus sericeus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
98142,Orthotomus sutorius,species,Orthotomus sutorius,species,Orthotomus sutorius,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200860,Orthotomus sutorius edela,subspecies,Orthotomus sutorius edela,subspecies,Orthotomus sutorius edela,,Passeriformes,Cisticolidae (Cisticolas and Allies),
908307,Orthotomus sutorius guzuratus,subspecies,Orthotomus sutorius guzuratus,subspecies,Orthotomus sutorius guzuratus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
331011,Orthotomus sutorius inexpectatus,subspecies,Orthotomus sutorius inexpectatus,subspecies,Orthotomus sutorius inexpectatus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200859,Orthotomus sutorius longicauda,subspecies,Orthotomus sutorius longicauda,subspecies,Orthotomus sutorius longicauda,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1200861,Orthotomus sutorius maculicollis,subspecies,Orthotomus sutorius maculicollis,subspecies,Orthotomus sutorius maculicollis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306887,Phragmacia substriata,species,Phragmacia substriata,species,Phragmacia substriata,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306891,Phyllolais pulchella,species,Phyllolais pulchella,species,Phyllolais pulchella,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1271627,Poliolais lopesi,species,Poliolais lopezi,species,Poliolais lopezi,,Passeriformes,Cisticolidae (Cisticolas and Allies),spelling
1273692,Poliolais lopesi manengubae,subspecies,Poliolais lopezi manengubae,group (monotypic),Poliolais lopezi manengubae,,Passeriformes,Cisticolidae (Cisticolas and Allies),spelling
405079,Prinia atrogularis,species,Prinia atrogularis,species,Prinia atrogularis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
181627,Prinia bairdii,species,Prinia bairdii,species,Prinia bairdii,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273695,Prinia bairdii bairdii,subspecies,Prinia bairdii bairdii,subspecies,Prinia bairdii bairdii,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273694,Prinia bairdii obscura,subspecies,Prinia bairdii obscura,subspecies,Prinia bairdii obscura,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1464039,Prinia buchanani,species,Prinia buchanani,species,Prinia buchanani,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1464040,Prinia cinereocapilla,species,Prinia cinereocapilla,species,Prinia cinereocapilla,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2171595,Prinia cooki,subspecies,Prinia cooki,species,Prinia cooki,,Passeriformes,Cisticolidae (Cisticolas and Allies),
330746,Prinia crinigera,species,Prinia crinigera,species,Prinia crinigera,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2171594,Prinia polychroa bangsi,subspecies,Prinia crinigera bangsi,subspecies,Prinia crinigera bangsi,,Passeriformes,Cisticolidae (Cisticolas and Allies),taxonomy
2171591,Prinia crinigera crinigera,subspecies,Prinia crinigera crinigera,subspecies,Prinia crinigera crinigera,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2171592,Prinia crinigera striatula,subspecies,Prinia crinigera striatula,subspecies,Prinia crinigera striatula,,Passeriformes,Cisticolidae (Cisticolas and Allies),
330758,Prinia erythroptera,species,Prinia erythroptera,species,Prinia erythroptera,,Passeriformes,Cisticolidae (Cisticolas and Allies),
331016,Prinia erythroptera erythroptera,subspecies,Prinia erythroptera erythroptera,subspecies,Prinia erythroptera erythroptera,,Passeriformes,Cisticolidae (Cisticolas and Allies),
330747,Prinia familiaris,species,Prinia familiaris,species,Prinia familiaris,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1271633,Prinia flavicans,species,Prinia flavicans,species,Prinia flavicans,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273700,Prinia flavicans bihe,subspecies,Prinia flavicans bihe,subspecies,Prinia flavicans bihe,,Passeriformes,Cisticolidae (Cisticolas and Allies),
947502,Prinia flaviventris,species,Prinia flaviventris,species,Prinia flaviventris,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1229476,Prinia gracilis,species,Prinia gracilis,species,Prinia gracilis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2767849,Prinia gracilis palaestinae,subspecies,Prinia gracilis gracilis,subspecies,Prinia gracilis gracilis,,Passeriformes,Cisticolidae (Cisticolas and Allies),taxonomy
1464041,Prinia hodgsonii,species,Prinia hodgsonii,species,Prinia hodgsonii,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1464042,Prinia inornata,species,Prinia inornata,species,Prinia inornata,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2767848,Prinia gracilis irakensis,subspecies,Prinia lepida,species,Prinia lepida,,Passeriformes,Cisticolidae (Cisticolas and Allies),split
2767850,Prinia gracilis lepida,subspecies,Prinia lepida lepida,subspecies,Prinia lepida lepida,,Passeriformes,Cisticolidae (Cisticolas and Allies),taxonomy
1892171,Prinia molleri,species,Prinia molleri,species,Prinia molleri,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2171593,Prinia polychroa,species,Prinia polychroa,species,Prinia polychroa,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2171615,Prinia polychroa polychroa,subspecies,Prinia polychroa polychroa,subspecies,Prinia polychroa polychroa,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2171613,Prinia rocki,subspecies,Prinia rocki,species,Prinia rocki,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1464043,Prinia rufescens,species,Prinia rufescens,species,Prinia rufescens,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306893,Urorhipis rufifrons,species,Prinia rufifrons,species,Prinia rufifrons,,Passeriformes,Cisticolidae (Cisticolas and Allies),taxonomy
1464044,Prinia socialis,species,Prinia socialis,species,Prinia socialis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2171587,Prinia striata,subspecies,Prinia striata,species,Prinia striata,,Passeriformes,Cisticolidae (Cisticolas and Allies),
331010,Prinia crinigera catharia,subspecies,Prinia striata catharia,subspecies,Prinia striata catharia,,Passeriformes,Cisticolidae (Cisticolas and Allies),taxonomy
2171596,Prinia crinigera parumstriata,subspecies,Prinia striata parumstriata,subspecies,Prinia striata parumstriata,,Passeriformes,Cisticolidae (Cisticolas and Allies),taxonomy
208062,Prinia subflava,species,Prinia subflava,species,Prinia subflava,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273701,Prinia subflava mutatrix,subspecies,Prinia subflava mutatrix,subspecies,Prinia subflava mutatrix,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273704,Prinia subflava subflava,subspecies,Prinia subflava subflava,subspecies,Prinia subflava subflava,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273693,Prinia superciliaris,species,Prinia superciliaris,species,Prinia superciliaris,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2171612,Prinia superciliaris superciliaris,subspecies,Prinia superciliaris superciliaris,subspecies,Prinia superciliaris superciliaris,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1464045,Prinia sylvatica,species,Prinia sylvatica,species,Prinia sylvatica,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405084,Scepomycter winifredae,species,Scepomycter winifredae,species,Scepomycter winifredae,,Passeriformes,Cisticolidae (Cisticolas and Allies),
759713,Scepomycter rubehoensis,species,Scepomycter winifredae rubehoensis,group (monotypic),Scepomycter rubehoensis,,Passeriformes,Cisticolidae (Cisticolas and Allies),taxonomy
208064,Schistolais leontica,species,Schistolais leontica,species,Schistolais leontica,,Passeriformes,Cisticolidae (Cisticolas and Allies),
208065,Schistolais leucopogon,species,Schistolais leucopogon,species,Schistolais leucopogon,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405080,Schistolais leucopogon reichenowi,subspecies,Schistolais leucopogon reichenowi,subspecies,Schistolais leucopogon reichenowi,,Passeriformes,Cisticolidae (Cisticolas and Allies),
330755,Spiloptila clamans,species,Spiloptila clamans,species,Spiloptila clamans,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483071,Urolais epichlorus,species,Urolais epichlorus,species,Urolais epichlorus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483072,Urolais epichlorus epichlorus,subspecies,Urolais epichlorus epichlorus,group (monotypic),Urolais epichlorus epichlorus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2962944,Climacteris affinis,species,Climacteris affinis,species,Climacteris affinis,,Passeriformes,Climacteridae (Australasian Treecreepers),
254447,Climacteris erythrops,species,Climacteris erythrops,species,Climacteris erythrops,,Passeriformes,Climacteridae (Australasian Treecreepers),
1763894,Climacteris melanurus,species,Climacteris melanurus,species,Climacteris melanurus,,Passeriformes,Climacteridae (Australasian Treecreepers),
175000,Climacteris picumnus,species,Climacteris picumnus,species,Climacteris picumnus,,Passeriformes,Climacteridae (Australasian Treecreepers),
47695,Climacteris rufus,species,Climacteris rufus,species,Climacteris rufus,,Passeriformes,Climacteridae (Australasian Treecreepers),
254453,Cormobates leucophaea,species,Cormobates leucophaea,species,Cormobates leucophaea,,Passeriformes,Climacteridae (Australasian Treecreepers),
181835,Cormobates placens,species,Cormobates placens,species,Cormobates placens,,Passeriformes,Climacteridae (Australasian Treecreepers),
254448,Cnemophilus loriae,species,Cnemophilus loriae,species,Cnemophilus loriae,,Passeriformes,Cnemophilidae (Satinbirds),
108823,Cnemophilus macgregorii,species,Cnemophilus macgregorii,species,Cnemophilus macgregorii,,Passeriformes,Cnemophilidae (Satinbirds),
108828,Loboparadisea sericea,species,Loboparadisea sericea,species,Loboparadisea sericea,,Passeriformes,Cnemophilidae (Satinbirds),
254450,Conopophaga ardesiaca,species,Conopophaga ardesiaca,species,Conopophaga ardesiaca,,Passeriformes,Conopophagidae (Gnateaters),
237657,Conopophaga aurita,species,Conopophaga aurita,species,Conopophaga aurita,,Passeriformes,Conopophagidae (Gnateaters),
1521545,Conopophaga castaneiceps,species,Conopophaga castaneiceps,species,Conopophaga castaneiceps,,Passeriformes,Conopophagidae (Gnateaters),
1521546,Conopophaga cearae,species,Conopophaga cearae,species,Conopophaga cearae,,Passeriformes,Conopophagidae (Gnateaters),
137518,Conopophaga lineata,species,Conopophaga lineata,species,Conopophaga lineata,,Passeriformes,Conopophagidae (Gnateaters),
1118531,Conopophaga melanogaster,species,Conopophaga melanogaster,species,Conopophaga melanogaster,,Passeriformes,Conopophagidae (Gnateaters),
1109036,Conopophaga melanops,species,Conopophaga melanops,species,Conopophaga melanops,,Passeriformes,Conopophagidae (Gnateaters),
123374,Conopophaga peruviana,species,Conopophaga peruviana,species,Conopophaga peruviana,,Passeriformes,Conopophagidae (Gnateaters),
1109037,Conopophaga roberti,species,Conopophaga roberti,species,Conopophaga roberti,,Passeriformes,Conopophagidae (Gnateaters),
255374,Pittasoma michleri,species,Pittasoma michleri,species,Pittasoma michleri,,Passeriformes,Conopophagidae (Gnateaters),
255373,Pittasoma rufopileatum,species,Pittasoma rufopileatum,species,Pittasoma rufopileatum,,Passeriformes,Conopophagidae (Gnateaters),
9145,Corcorax melanorhamphos,species,Corcorax melanorhamphos,species,Corcorax melanorhamphos,,Passeriformes,Corcoracidae (White-winged Chough and Apostlebird),
181839,Struthidea cinerea,species,Struthidea cinerea,species,Struthidea cinerea,,Passeriformes,Corcoracidae (White-winged Chough and Apostlebird),
142466,Aphelocoma californica,species,Aphelocoma californica,species,Aphelocoma californica,,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",
947011,Aphelocoma californica californica,subspecies,Aphelocoma californica californica,subspecies,Aphelocoma californica californica,,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",
947012,Aphelocoma californica caurina,subspecies,Aphelocoma californica caurina,subspecies,Aphelocoma californica caurina,,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",
