Sequence,TipLabel,Family2,Order2,Avibase.ID2,FamilyTotal.ClementFam,FamilyTotal.Freq,FamilyIncluded.Var1,FamilyIncluded.Freq,Completeness,synonym,notes
4317,Hypocnemis_hypoxantha,Thamnophilidae,Passeriformes,AVIBASE-95FD0D6C,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4318,Hypocnemis_subflava,Thamnophilidae,Passeriformes,AVIBASE-9724D814,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4319,Hypocnemis_flavescens,Thamnophilidae,Passeriformes,AVIBASE-81724331,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4320,Hypocnemis_cantator,Thamnophilidae,Passeriformes,AVIBASE-C1CDE25A,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4321,Hypocnemis_peruviana,Thamnophilidae,Passeriformes,AVIBASE-8B45C539,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4322,Hypocnemis_ochrogyna,Thamnophilidae,Passeriformes,AVIBASE-A1A3EF0B,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4323,Hypocnemis_rondoni,Thamnophilidae,Passeriformes,AVIBASE-E911B7E9,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4324,Hypocnemis_striata,Thamnophilidae,Passeriformes,AVIBASE-9788D595,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4325,Drymophila_ochropyga,Thamnophilidae,Passeriformes,AVIBASE-FE350DF7,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4326,Drymophila_genei,Thamnophilidae,Passeriformes,AVIBASE-E61F1309,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4327,Drymophila_malura,Thamnophilidae,Passeriformes,AVIBASE-CD39AC6E,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4328,Drymophila_ferruginea,Thamnophilidae,Passeriformes,AVIBASE-709726B5,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4329,Drymophila_rubricollis,Thamnophilidae,Passeriformes,AVIBASE-65F875D0,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4330,Drymophila_devillei,Thamnophilidae,Passeriformes,AVIBASE-3C30F1FF,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4331,Drymophila_klagesi,Thamnophilidae,Passeriformes,AVIBASE-1529C213,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4332,Drymophila_striaticeps,Thamnophilidae,Passeriformes,AVIBASE-C48433AA,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4333,Drymophila_hellmayri,Thamnophilidae,Passeriformes,AVIBASE-7694CC98,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4334,Drymophila_caudata,Thamnophilidae,Passeriformes,AVIBASE-4B4906E5,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4335,Hylopezus_nattereri,Grallariidae,Grallariidae,AVIBASE-8B1CD00B,Grallariidae,68,Grallariidae,51,0.75,,birdlife-avonet synonymy
4336,Grallaricula_nana,Grallariidae,Passeriformes,AVIBASE-287E1DD6,Grallariidae,68,Grallariidae,51,0.75,,
4337,Grallaricula_cumanensis,Grallariidae,Passeriformes,AVIBASE-CB3D7CC3,Grallariidae,68,Grallariidae,51,0.75,,
4338,Grallaricula_lineifrons,Grallariidae,Passeriformes,AVIBASE-FA147336,Grallariidae,68,Grallariidae,51,0.75,,
4339,Grallaricula_ferrugineipectus,Grallariidae,Passeriformes,AVIBASE-E9553357,Grallariidae,68,Grallariidae,51,0.75,,
4340,Grallaricula_flavirostris,Grallariidae,Passeriformes,AVIBASE-051DF113,Grallariidae,68,Grallariidae,51,0.75,,
4341,Grallaricula_peruviana,Grallariidae,Passeriformes,AVIBASE-CE799E92,Grallariidae,68,Grallariidae,51,0.75,,
4342,Grallaricula_loricata,Grallariidae,Passeriformes,AVIBASE-22AAE57C,Grallariidae,68,Grallariidae,51,0.75,,
4343,Grallaricula_ochraceifrons,Grallariidae,Passeriformes,AVIBASE-7BD6E7C0,Grallariidae,68,Grallariidae,51,0.75,,
4344,Hylopezus_fulviventris,Grallariidae,Grallariidae,AVIBASE-601048C6,Grallariidae,68,Grallariidae,51,0.75,,birdlife-avonet synonymy
4345,Hylopezus_berlepschi,Grallariidae,Grallariidae,AVIBASE-B7FFE09E,Grallariidae,68,Grallariidae,51,0.75,,birdlife-avonet synonymy
4346,Hylopezus_dives,Grallariidae,Grallariidae,AVIBASE-FF02D7B1,Grallariidae,68,Grallariidae,51,0.75,,birdlife-avonet synonymy
4347,Myrmothera_campanisona,Grallariidae,Passeriformes,AVIBASE-A54A1842,Grallariidae,68,Grallariidae,51,0.75,,
4348,Myrmothera_simplex,Grallariidae,Passeriformes,AVIBASE-FEBA3A57,Grallariidae,68,Grallariidae,51,0.75,,
4349,Hylopezus_auricularis,Grallariidae,Passeriformes,AVIBASE-44A0A4E3,Grallariidae,68,Grallariidae,51,0.75,,
4350,Hylopezus_ochroleucus,Grallariidae,Passeriformes,AVIBASE-F900EC2D,Grallariidae,68,Grallariidae,51,0.75,,
4351,Hylopezus_perspicillatus,Grallariidae,Passeriformes,AVIBASE-FC8137F0,Grallariidae,68,Grallariidae,51,0.75,,
4352,Hylopezus_macularius,Grallariidae,Passeriformes,AVIBASE-CE02A627,Grallariidae,68,Grallariidae,51,0.75,,
4353,Hylopezus_whittakeri,Grallariidae,Passeriformes,AVIBASE-ED55CD26,Grallariidae,68,Grallariidae,51,0.75,,
4354,Hylopezus_paraensis,Grallariidae,Passeriformes,AVIBASE-5E70FF0F,Grallariidae,68,Grallariidae,51,0.75,,
4355,Grallaria_squamigera,Grallariidae,Passeriformes,AVIBASE-D9979344,Grallariidae,68,Grallariidae,51,0.75,,
4356,Grallaria_gigantea,Grallariidae,Passeriformes,AVIBASE-15C83177,Grallariidae,68,Grallariidae,51,0.75,,
4357,Grallaria_excelsa,Grallariidae,Passeriformes,AVIBASE-AF9CB0EA,Grallariidae,68,Grallariidae,51,0.75,,
4358,Grallaria_griseonucha,Grallariidae,Passeriformes,AVIBASE-FFB6037B,Grallariidae,68,Grallariidae,51,0.75,,
4359,Grallaria_haplonota,Grallariidae,Passeriformes,AVIBASE-BC3FAE8B,Grallariidae,68,Grallariidae,51,0.75,,
4360,Grallaria_alleni,Grallariidae,Passeriformes,AVIBASE-73BDA8FB,Grallariidae,68,Grallariidae,51,0.75,,
4361,Grallaria_guatimalensis,Grallariidae,Passeriformes,AVIBASE-2DCEE578,Grallariidae,68,Grallariidae,51,0.75,,
4362,Grallaria_varia,Grallariidae,Passeriformes,AVIBASE-83213F7A,Grallariidae,68,Grallariidae,51,0.75,,
4363,Grallaria_chthonia,Grallariidae,Passeriformes,AVIBASE-1585B1C0,Grallariidae,68,Grallariidae,51,0.75,,
4364,Grallaria_andicolus,Grallariidae,Passeriformes,AVIBASE-821D3E2C,Grallariidae,68,Grallariidae,51,0.75,,
4365,Grallaria_rufocinerea,Grallariidae,Passeriformes,AVIBASE-E1A86347,Grallariidae,68,Grallariidae,51,0.75,,
4366,Grallaria_rufula,Grallariidae,Passeriformes,AVIBASE-CC099648,Grallariidae,68,Grallariidae,51,0.75,,
4367,Grallaria_blakei,Grallariidae,Passeriformes,AVIBASE-D5DBCC9E,Grallariidae,68,Grallariidae,51,0.75,,
4368,Grallaria_dignissima,Grallariidae,Passeriformes,AVIBASE-5D82B799,Grallariidae,68,Grallariidae,51,0.75,,
4369,Grallaria_eludens,Grallariidae,Passeriformes,AVIBASE-9E50CABF,Grallariidae,68,Grallariidae,51,0.75,,
4370,Grallaria_ridgelyi,Grallariidae,Passeriformes,AVIBASE-6F24D8CB,Grallariidae,68,Grallariidae,51,0.75,,
4371,Grallaria_carrikeri,Grallariidae,Passeriformes,AVIBASE-18671DC1,Grallariidae,68,Grallariidae,51,0.75,,
4372,Grallaria_nuchalis,Grallariidae,Passeriformes,AVIBASE-CAB60F3C,Grallariidae,68,Grallariidae,51,0.75,,
4373,Grallaria_albigula,Grallariidae,Passeriformes,AVIBASE-76F3ABA6,Grallariidae,68,Grallariidae,51,0.75,,
4374,Grallaria_watkinsi,Grallariidae,Passeriformes,AVIBASE-3862FDBB,Grallariidae,68,Grallariidae,51,0.75,,
4375,Grallaria_ruficapilla,Grallariidae,Passeriformes,AVIBASE-F46A4E19,Grallariidae,68,Grallariidae,51,0.75,,
4376,Grallaria_flavotincta,Grallariidae,Passeriformes,AVIBASE-4C18082A,Grallariidae,68,Grallariidae,51,0.75,,
4377,Grallaria_milleri,Grallariidae,Passeriformes,AVIBASE-88C6B17B,Grallariidae,68,Grallariidae,51,0.75,,
4378,Grallaria_kaestneri,Grallariidae,Passeriformes,AVIBASE-3FD0C73F,Grallariidae,68,Grallariidae,51,0.75,,
4379,Grallaria_bangsi,Grallariidae,Passeriformes,AVIBASE-66435A66,Grallariidae,68,Grallariidae,51,0.75,,
4380,Grallaria_quitensis,Grallariidae,Passeriformes,AVIBASE-889C98A2,Grallariidae,68,Grallariidae,51,0.75,,
4381,Grallaria_hypoleuca,Grallariidae,Passeriformes,AVIBASE-18E59ACC,Grallariidae,68,Grallariidae,51,0.75,,
4382,Grallaria_capitalis,Grallariidae,Passeriformes,AVIBASE-C443FD00,Grallariidae,68,Grallariidae,51,0.75,,
4383,Grallaria_przewalskii,Grallariidae,Passeriformes,AVIBASE-98DA026C,Grallariidae,68,Grallariidae,51,0.75,,
4384,Grallaria_erythroleuca,Grallariidae,Passeriformes,AVIBASE-F50F89BE,Grallariidae,68,Grallariidae,51,0.75,,
4385,Grallaria_erythrotis,Grallariidae,Passeriformes,AVIBASE-723FABB7,Grallariidae,68,Grallariidae,51,0.75,,
4386,Psilorhamphus_guttatus,Rhinocryptidae,Passeriformes,AVIBASE-24664381,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4387,Liosceles_thoracicus,Rhinocryptidae,Passeriformes,AVIBASE-C09A5A72,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4388,Acropternis_orthonyx,Rhinocryptidae,Passeriformes,AVIBASE-6B6D07C9,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4389,Teledromas_fuscus,Rhinocryptidae,Passeriformes,AVIBASE-E9FF299F,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4390,Rhinocrypta_lanceolata,Rhinocryptidae,Passeriformes,AVIBASE-415E16C9,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4391,Scelorchilus_albicollis,Rhinocryptidae,Passeriformes,AVIBASE-4B0B1BC4,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4392,Scelorchilus_rubecula,Rhinocryptidae,Passeriformes,AVIBASE-23178B5E,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4393,Pteroptochos_megapodius,Rhinocryptidae,Passeriformes,AVIBASE-8DA1575F,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4394,Pteroptochos_tarnii,Rhinocryptidae,Passeriformes,AVIBASE-FDE3FE01,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4395,Pteroptochos_castaneus,Rhinocryptidae,Passeriformes,AVIBASE-A52EC941,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4396,Merulaxis_ater,Rhinocryptidae,Passeriformes,AVIBASE-0F9BA2F8,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4397,Merulaxis_stresemanni,Rhinocryptidae,Passeriformes,AVIBASE-23A8692E,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4398,Eleoscytalopus_psychopompus,Rhinocryptidae,Passeriformes,AVIBASE-47F6D5B9,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4399,Eleoscytalopus_indigoticus,Rhinocryptidae,Passeriformes,AVIBASE-C1D36A4D,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4400,Myornis_senilis,Rhinocryptidae,Passeriformes,AVIBASE-EFE9D5AA,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4401,Eugralla_paradoxa,Rhinocryptidae,Passeriformes,AVIBASE-28287AC7,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4402,Scytalopus_iraiensis,Rhinocryptidae,Passeriformes,AVIBASE-CC049017,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4403,Scytalopus_speluncae,Rhinocryptidae,Passeriformes,AVIBASE-4A5821A9,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4404,Scytalopus_gonzagai,Rhinocryptidae,Passeriformes,AVIBASE-1B8BDC64,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4405,Scytalopus_petrophilus,Rhinocryptidae,Passeriformes,AVIBASE-71C03400,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4406,Scytalopus_pachecoi,Rhinocryptidae,Passeriformes,AVIBASE-977B33F3,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4407,Scytalopus_novacapitalis,Rhinocryptidae,Passeriformes,AVIBASE-31C66B1A,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4408,Scytalopus_diamantinensis,Rhinocryptidae,Passeriformes,AVIBASE-D72E1392,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4409,Scytalopus_magellanicus,Rhinocryptidae,Passeriformes,AVIBASE-3B642DBA,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4410,Scytalopus_fuscus,Rhinocryptidae,Passeriformes,AVIBASE-03E291EF,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4411,Scytalopus_affinis,Rhinocryptidae,Passeriformes,AVIBASE-FF55AC93,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4412,Scytalopus_canus,Rhinocryptidae,Passeriformes,AVIBASE-71CF5120,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4413,Scytalopus_opacus,Rhinocryptidae,Passeriformes,AVIBASE-ACAF6D0D,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4414,Scytalopus_zimmeri,Rhinocryptidae,Passeriformes,AVIBASE-24F39183,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4415,Scytalopus_superciliaris,Rhinocryptidae,Passeriformes,AVIBASE-5D26DC42,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4416,Scytalopus_schulenbergi,Rhinocryptidae,Passeriformes,AVIBASE-F5C3CDC0,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4417,Scytalopus_altirostris,Rhinocryptidae,Passeriformes,AVIBASE-B8AB1214,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4418,Scytalopus_urubambae,Rhinocryptidae,Passeriformes,AVIBASE-4C306ABA,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4419,Scytalopus_parvirostris,Rhinocryptidae,Passeriformes,AVIBASE-461C14CE,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4420,Scytalopus_bolivianus,Rhinocryptidae,Passeriformes,AVIBASE-0475179F,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4421,Scytalopus_atratus,Rhinocryptidae,Passeriformes,AVIBASE-7CD6AF48,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4422,Scytalopus_sanctaemartae,Rhinocryptidae,Passeriformes,AVIBASE-86FEE4EB,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4423,Scytalopus_rodriguezi,Rhinocryptidae,Passeriformes,AVIBASE-44F1FA5E,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4424,Scytalopus_stilesi,Rhinocryptidae,Passeriformes,AVIBASE-477071F7,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4425,Scytalopus_robbinsi,Rhinocryptidae,Passeriformes,AVIBASE-ADF01DB1,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4426,Scytalopus_vicinior,Rhinocryptidae,Passeriformes,AVIBASE-8F3F25DF,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4427,Scytalopus_argentifrons,Rhinocryptidae,Passeriformes,AVIBASE-BFDA7B0D,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4428,Scytalopus_chocoensis,Rhinocryptidae,Passeriformes,AVIBASE-7011CE6F,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4429,Scytalopus_panamensis,Rhinocryptidae,Passeriformes,AVIBASE-DC8FE9A9,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4430,Scytalopus_caracae,Rhinocryptidae,Passeriformes,AVIBASE-1B7E55DC,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4431,Scytalopus_meridanus,Rhinocryptidae,Passeriformes,AVIBASE-CAA64CEB,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4432,Scytalopus_latebricola,Rhinocryptidae,Passeriformes,AVIBASE-04128FC4,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4433,Scytalopus_griseicollis,Rhinocryptidae,Passeriformes,AVIBASE-34FF09E8,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4434,Scytalopus_perijanus,Rhinocryptidae,Passeriformes,AVIBASE-C98B9363,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4435,Scytalopus_parkeri,Rhinocryptidae,Passeriformes,AVIBASE-0F024845,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4436,Scytalopus_spillmanni,Rhinocryptidae,Passeriformes,AVIBASE-20768B0C,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4437,Scytalopus_micropterus,Rhinocryptidae,Passeriformes,AVIBASE-5C045427,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4438,Scytalopus_femoralis,Rhinocryptidae,Passeriformes,AVIBASE-FAEB87F2,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4439,Scytalopus_acutirostris,Rhinocryptidae,Passeriformes,AVIBASE-D682226D,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4440,Scytalopus_unicolor,Rhinocryptidae,Passeriformes,AVIBASE-F38472F6,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4441,Scytalopus_latrans,Rhinocryptidae,Passeriformes,AVIBASE-058E0536,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4442,Scytalopus_gettyae,Rhinocryptidae,Passeriformes,AVIBASE-873E5B64,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4443,Scytalopus_macropus,Rhinocryptidae,Passeriformes,AVIBASE-23300330,Rhinocryptidae,65,Rhinocryptidae,58,0.89,,
4444,Formicarius_rufifrons,Formicariidae,Passeriformes,AVIBASE-796D73FB,Formicariidae,6,Formicariidae,5,0.83,,
4445,Formicarius_colma,Formicariidae,Passeriformes,AVIBASE-4564EA5A,Formicariidae,6,Formicariidae,5,0.83,,
4446,Formicarius_rufipectus,Formicariidae,Passeriformes,AVIBASE-54D73240,Formicariidae,6,Formicariidae,5,0.83,,
4447,Formicarius_analis,Formicariidae,Passeriformes,AVIBASE-7E4EE12D,Formicariidae,6,Formicariidae,5,0.83,,
4448,Formicarius_nigricapillus,Formicariidae,Passeriformes,AVIBASE-7E82BA92,Formicariidae,6,Formicariidae,5,0.83,,
4449,Chamaeza_campanisona,Formicariidae,Passeriformes,AVIBASE-D4FBD3C4,Formicariidae,6,Formicariidae,6,1.00,,
4450,Chamaeza_nobilis,Formicariidae,Passeriformes,AVIBASE-37339289,Formicariidae,6,Formicariidae,6,1.00,,
4451,Chamaeza_ruficauda,Formicariidae,Passeriformes,AVIBASE-E8795B6F,Formicariidae,6,Formicariidae,6,1.00,,
4452,Chamaeza_meruloides,Formicariidae,Passeriformes,AVIBASE-CEF62826,Formicariidae,6,Formicariidae,6,1.00,,
4453,Chamaeza_turdina,Formicariidae,Passeriformes,AVIBASE-588B7DC5,Formicariidae,6,Formicariidae,6,1.00,,
4454,Chamaeza_mollissima,Formicariidae,Passeriformes,AVIBASE-B32FC59B,Formicariidae,6,Formicariidae,6,1.00,,
4455,Sclerurus_mexicanus,Furnariidae,Passeriformes,AVIBASE-179D87DA,Furnariidae,307,Furnariidae,296,0.96,,
4456,Sclerurus_rufigularis,Furnariidae,Passeriformes,AVIBASE-A085AD13,Furnariidae,307,Furnariidae,296,0.96,,
4457,Sclerurus_caudacutus,Furnariidae,Passeriformes,AVIBASE-68408033,Furnariidae,307,Furnariidae,296,0.96,,
4458,Sclerurus_guatemalensis,Furnariidae,Passeriformes,AVIBASE-8A2B456C,Furnariidae,307,Furnariidae,296,0.96,,
4459,Sclerurus_scansor,Furnariidae,Passeriformes,AVIBASE-4EE931C8,Furnariidae,307,Furnariidae,296,0.96,,
4460,Sclerurus_albigularis,Furnariidae,Passeriformes,AVIBASE-217490B5,Furnariidae,307,Furnariidae,296,0.96,,
4461,Geositta_peruviana,Furnariidae,Passeriformes,AVIBASE-08B56CA2,Furnariidae,307,Furnariidae,296,0.96,,
4462,Geositta_tenuirostris,Furnariidae,Passeriformes,AVIBASE-BB636E9E,Furnariidae,307,Furnariidae,296,0.96,,
4463,Geositta_cunicularia,Furnariidae,Passeriformes,AVIBASE-4EE70F32,Furnariidae,307,Furnariidae,296,0.96,,
4464,Geositta_punensis,Furnariidae,Passeriformes,AVIBASE-0A82C7EB,Furnariidae,307,Furnariidae,296,0.96,,
4465,Geositta_poeciloptera,Furnariidae,Passeriformes,AVIBASE-10B5497A,Furnariidae,307,Furnariidae,296,0.96,,
4466,Geositta_crassirostris,Furnariidae,Passeriformes,AVIBASE-ED051BF9,Furnariidae,307,Furnariidae,296,0.96,,
4467,Geositta_rufipennis,Furnariidae,Passeriformes,AVIBASE-9E5E7504,Furnariidae,307,Furnariidae,296,0.96,,
4468,Geositta_maritima,Furnariidae,Passeriformes,AVIBASE-198D7ADC,Furnariidae,307,Furnariidae,296,0.96,,
4469,Geositta_saxicolina,Furnariidae,Passeriformes,AVIBASE-95D7191D,Furnariidae,307,Furnariidae,296,0.96,,
4470,Geositta_antarctica,Furnariidae,Passeriformes,AVIBASE-384F1772,Furnariidae,307,Furnariidae,296,0.96,,
4471,Geositta_isabellina,Furnariidae,Passeriformes,AVIBASE-74375A41,Furnariidae,307,Furnariidae,296,0.96,,
4472,Glyphorynchus_spirurus,Furnariidae,Passeriformes,AVIBASE-B7517CD1,Furnariidae,307,Furnariidae,296,0.96,,
4473,Certhiasomus_stictolaemus,Furnariidae,Passeriformes,AVIBASE-C8717F89,Furnariidae,307,Furnariidae,296,0.96,,
4474,Sittasomus_griseicapillus,Furnariidae,Passeriformes,AVIBASE-5DE4409C,Furnariidae,307,Furnariidae,296,0.96,,
4475,Deconychura_longicauda,Furnariidae,Passeriformes,AVIBASE-7CC23E9A,Furnariidae,307,Furnariidae,296,0.96,,
4476,Dendrocincla_tyrannina,Furnariidae,Passeriformes,AVIBASE-871963BC,Furnariidae,307,Furnariidae,296,0.96,,
4477,Dendrocincla_merula,Furnariidae,Passeriformes,AVIBASE-A3525AA5,Furnariidae,307,Furnariidae,296,0.96,,
4478,Dendrocincla_homochroa,Furnariidae,Passeriformes,AVIBASE-A36EA748,Furnariidae,307,Furnariidae,296,0.96,,
4479,Dendrocincla_turdina,Furnariidae,Passeriformes,AVIBASE-D0715ED8,Furnariidae,307,Furnariidae,296,0.96,,
4480,Dendrocincla_fuliginosa,Furnariidae,Passeriformes,AVIBASE-A31278C7,Furnariidae,307,Furnariidae,296,0.96,,
4481,Dendrocincla_anabatina,Furnariidae,Passeriformes,AVIBASE-635B57DB,Furnariidae,307,Furnariidae,296,0.96,,
4482,Hylexetastes_perrotii,Furnariidae,Passeriformes,AVIBASE-A56461ED,Furnariidae,307,Furnariidae,296,0.96,,
4483,Hylexetastes_stresemanni,Furnariidae,Passeriformes,AVIBASE-8DA960E6,Furnariidae,307,Furnariidae,296,0.96,,
4484,Xiphocolaptes_albicollis,Furnariidae,Passeriformes,AVIBASE-99EBD389,Furnariidae,307,Furnariidae,296,0.96,,
4485,Xiphocolaptes_falcirostris,Furnariidae,Passeriformes,AVIBASE-02EC838A,Furnariidae,307,Furnariidae,296,0.96,,
4486,Xiphocolaptes_promeropirhynchus,Furnariidae,Passeriformes,AVIBASE-6B0B2885,Furnariidae,307,Furnariidae,296,0.96,,
4487,Xiphocolaptes_major,Furnariidae,Passeriformes,AVIBASE-8AC27938,Furnariidae,307,Furnariidae,296,0.96,,
4488,Dendrexetastes_rufigula,Furnariidae,Passeriformes,AVIBASE-272E0085,Furnariidae,307,Furnariidae,296,0.96,,
4489,Nasica_longirostris,Furnariidae,Passeriformes,AVIBASE-C74E7545,Furnariidae,307,Furnariidae,296,0.96,,
4490,Dendrocolaptes_certhia,Furnariidae,Passeriformes,AVIBASE-8B206172,Furnariidae,307,Furnariidae,296,0.96,,
4491,Dendrocolaptes_sanctithomae,Furnariidae,Passeriformes,AVIBASE-89B7BA8E,Furnariidae,307,Furnariidae,296,0.96,,
4492,Dendrocolaptes_platyrostris,Furnariidae,Passeriformes,AVIBASE-47AA703F,Furnariidae,307,Furnariidae,296,0.96,,
4493,Dendrocolaptes_picumnus,Furnariidae,Passeriformes,AVIBASE-3459505D,Furnariidae,307,Furnariidae,296,0.96,,
4494,Dendrocolaptes_hoffmannsi,Furnariidae,Passeriformes,AVIBASE-237E0085,Furnariidae,307,Furnariidae,296,0.96,,
4495,Xiphorhynchus_ocellatus,Furnariidae,Passeriformes,AVIBASE-BE5C3C11,Furnariidae,307,Furnariidae,296,0.96,,
4496,Xiphorhynchus_pardalotus,Furnariidae,Passeriformes,AVIBASE-B7FFA983,Furnariidae,307,Furnariidae,296,0.96,,
4497,Xiphorhynchus_fuscus,Furnariidae,Passeriformes,AVIBASE-E318C4AB,Furnariidae,307,Furnariidae,296,0.96,,
4498,Xiphorhynchus_spixii,Furnariidae,Passeriformes,AVIBASE-FC3DC0F1,Furnariidae,307,Furnariidae,296,0.96,,
4499,Xiphorhynchus_elegans,Furnariidae,Passeriformes,AVIBASE-2ADD1582,Furnariidae,307,Furnariidae,296,0.96,,
4500,Xiphorhynchus_triangularis,Furnariidae,Passeriformes,AVIBASE-79447EBB,Furnariidae,307,Furnariidae,296,0.96,,
4501,Xiphorhynchus_erythropygius,Furnariidae,Passeriformes,AVIBASE-9FBAF868,Furnariidae,307,Furnariidae,296,0.96,,
4502,Xiphorhynchus_obsoletus,Furnariidae,Passeriformes,AVIBASE-2B1509D6,Furnariidae,307,Furnariidae,296,0.96,,
4503,Xiphorhynchus_flavigaster,Furnariidae,Passeriformes,AVIBASE-34734838,Furnariidae,307,Furnariidae,296,0.96,,
4504,Xiphorhynchus_guttatus,Furnariidae,Passeriformes,AVIBASE-34528F8F,Furnariidae,307,Furnariidae,296,0.96,,
4505,Xiphorhynchus_susurrans,Furnariidae,Passeriformes,AVIBASE-FF942BA2,Furnariidae,307,Furnariidae,296,0.96,,
4506,Xiphorhynchus_lachrymosus,Furnariidae,Passeriformes,AVIBASE-B5C72DF0,Furnariidae,307,Furnariidae,296,0.96,,
4507,Dendroplex_picus,Furnariidae,Passeriformes,AVIBASE-9C163605,Furnariidae,307,Furnariidae,296,0.96,,
4508,Dendroplex_kienerii,Furnariidae,Passeriformes,AVIBASE-12F9A070,Furnariidae,307,Furnariidae,296,0.96,,
4509,Campylorhamphus_falcularius,Furnariidae,Passeriformes,AVIBASE-3BDB5DE7,Furnariidae,307,Furnariidae,296,0.96,,
4510,Campylorhamphus_pusillus,Furnariidae,Passeriformes,AVIBASE-D285B68F,Furnariidae,307,Furnariidae,296,0.96,,
4511,Campylorhamphus_procurvoides,Furnariidae,Passeriformes,AVIBASE-524423CF,Furnariidae,307,Furnariidae,296,0.96,,
4512,Campylorhamphus_trochilirostris,Furnariidae,Passeriformes,AVIBASE-D5961A8E,Furnariidae,307,Furnariidae,296,0.96,,
